prolificid,age,gender,lifesat_2,po_spectrum_scale_1,po_engaged_1,traits_1,traits_2,traits_3,traits_4,traits_5,traits_6,traits_7,traits_8,traits_9,traits_10,traits_11,traits_12,traits_13,traits_14,traits_15,traits_16,traits_17,traits_18,traits_19,traits_20,change_traits_5,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9,values_10,values_11,values_12,values_13,values_14,values_15,values_16,values_17,values_18,values_19,values_20,values_21,values_22,values_23,values_24,values_25,values_26,values_27,values_28,change_values_4,goals_1,goals_2,goals_3,goals_4,goals_5,goal_importance_1,goal_importance_2,goal_importance_3,goal_importance_4,goal_importance_5,goal_length_1,goal_length_2,goal_length_3,goal_length_4,goal_length_5,goal_likelihood_6mo_1,goal_likelihood_6mo_2,goal_likelihood_6mo_3,goal_likelihood_6mo_4,goal_likelihood_6mo_5,goal_likelihood_5yr_1,goal_likelihood_5yr_2,goal_likelihood_5yr_3,goal_likelihood_5yr_4,goal_likelihood_5yr_5,goal_likelihood_ever_1,goal_likelihood_ever_2,goal_likelihood_ever_3,goal_likelihood_ever_4,goal_likelihood_ever_5,change_goals_4,events_unrelated_1,events_unrelated_2,events_unrelated_3,unrelated_valence_1,unrelated_valence_2,unrelated_valence_3,unrelated_importance_1,unrelated_importance_2,unrelated_importance_3,unrelated_mem_1,unrelated_mem_2,unrelated_mem_3,events_related_1,events_related_2,events_related_3,related_valence_1,related_valence_2,related_valence_3,related_importance_1,related_importance_2,related_importance_3,related_mem_1,related_mem_2,related_mem_3
5dd2c9f2c925a82e5167ef8b,58,1,9,50,8,4,5,4,7,6,7,7,1,6,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,1,1,1,4,1,1,1,4,3,1,1,4,5,1,1,4,1,5,4,4,4,1,Retirement,Travel,Growing my own food,Health,Having a business,6,4,6,7,4,10 years,2 years,20 years,30 years,5 years,1,2,4,6,2,7,4,6,6,4,7,4,6,6,4,1,Bought some gardening equipment,Began a workout routine,worked remotely,90,91,79,7,7,6,5,6,7,Covid 19,Climate change,Higher cost of living,0,0,0,7,7,7,7,7,7
5df02b4e9800ec094e120d26,19,2,3,21,9,3,5,7,5,4,7,4,3,5,3,7,2,7,3,3,4,1,7,1,2,7,7,,7,4,1,,7,7,7,,7,1,,7,4,4,7,4,7,,4,1,1,7,1,7,7,1,7,Make money,Take care of familg,Travel,Have kids,Leave generational wealth ,7,7,7,7,7,19 ,19 ,16,3,19,7,7,1,1,1,5,7,,1,1,7,7,5,7,2,1,College,Work ,Covid ,0,50,0,7,7,7,7,4,7,College ,Work ,Covid ,0,,0,7,7,7,7,5,7
5d1c4b76ab2b52001a30eeb8,21,2,4,12,4,2,3,2,6,5,3,6,1,6,1,2,2,3,5,3,2,1,2,2,1,1,2,1,1,,,1,4,1,1,4,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,Buy a house,Own a opossum,Move to a different state,Go to and graduate college,Get married ,7,5,7,7,5,2 years ,5 years ,1 year,5 years ,2 years ,1,1,1,1,1,6,4,7,6,6,7,6,7,6,7,1,Paid off large debt,5 and half year anniversary,None,65,98,0,4,6,1,6,7,1,None,None,None,0,0,0,1,1,1,1,1,1
5dd32432e0b21b3472c20ebe,42,2,8,28,6,3,6,3,7,7,7,7,4,7,4,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,finish MBA,Get a promotion,Buy another house,travel to Europe,Vacation in Hawaii,7,7,6,4,5,15 years,7 years,3 years,20 years,18 years,7,6,5,1,1,7,7,7,7,7,7,7,7,6,6,1,Mother in law had a stroke,Uncle died,Aunt died,0,0,0,7,7,7,7,7,7,son registered to vote,verified voter registration for husband,verified my own registration,100,100,100,7,6,6,7,7,7
5e1efdb3a8c111230db526ff,53,1,4,81,6,3,3,4,4,5,5,4,3,5,5,3,2,4,2,3,4,1,2,2,1,2,4,1,2,4,2,1,2,1,1,4,1,3,1,1,3,1,4,5,4,6,3,1,1,2,5,4,1,1,1,responsible,healthy,positive,sociable,independent,6,5,5,4,6,20 years,3 years,3 years,3 years,3years,1,4,7,7,4,7,7,6,6,6,6,6,4,4,4,1,active,habits,relationship,79,35,35,6,6,7,5,2,7,taxes,friends,arguments,18,50,67,7,6,4,5,6,2
5e0e60798205265be682850e,44,1,6,,3,3,5,4,5,4,4,4,2,4,5,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,6,5,4,4,5,5,6,3,3,3,3,3,5,3,4,4,3,2,2,2,2,2,Save Money,Learn New Skills,Stay Healthy,Read Many Books,Help Family,3,4,5,5,5,a few years,several years,several years,many years,many years,1,1,1,1,1,3,4,3,3,3,4,6,1,6,6,3,Wrote a story.,Read a few books.,Started going back to the gym again.,75,55,60,5,3,4,6,5,4,Received ballot in the mail.,Talked to family about the election.,Read about the election in the newspaper.,50,40,40,1,2,2,2,3,3
5e1797da928b15062260e30e,69,1,4,52,5,5,5,5,6,7,5,5,4,6,6,1,1,3,4,2,4,1,1,2,4,2,5,7,5,1,7,1,6,1,1,1,1,1,1,1,4,5,4,3,3,7,7,1,1,5,6,2,6,1,1,Supplemental income source,Furnace repair,Paint bathtub,Sell a domain,Fill out ballot,7,6,5,6,7,Years,Just today,Months,One week,Three days,4,6,7,6,7,6,7,7,7,7,6,7,7,6,7,3,High winds causing red alerts in my city,Terrible Forrest fires in my state,Spike in COVID-19 cases in my county,0,0,0,6,7,7,5,7,6,Trump hospitalized for COVID-19,Trump rips off mask in white house after release,Trump refuses to debate Biden virtually,0,0,0,7,6,5,7,7,7
5c3630c83ce2c8000111b504,62,2,9,22,9,4,6,6,7,7,6,6,4,6,5,1,1,1,1,1,2,1,1,1,1,1,,1,1,,,1,,1,,1,,1,,1,,,1,1,,,,1,,,1,,,,1,improve my health,engage in my community,travel more,,,7,7,6,,,25 years,2 years,10 years,,,6,6,5,,,6,6,6,,,6,6,6,,,1,traveled less due to pandemic,spent less time with family,took short trip,11,11,87,6,6,7,6,6,6,voted by mail,watched debates,,100,29,,7,2,,7,2,
59417543c768a500011c9731,27,2,8,15,8,3,6,5,5,6,6,5,4,7,3,2,1,3,3,3,4,2,2,2,2,2,6,7,1,5,1,6,5,7,6,6,7,5,6,6,5,3,4,6,5,2,2,3,3,2,2,5,5,4,1,Get a new job,Get a puppy,Marry my fiance,Buy a house,Have kids,6,6,7,5,6,1 year,3 years,1 year,3 years,3 years,5,4,2,1,1,7,7,7,5,6,7,7,7,6,7,2,Interviewed for a position I am interested in,Hired a wedding photographer,Bought new running shoes,65,85,60,6,6,2,7,7,2,Looked up my polling place,Saw pro-Biden advertisement with Cindy McCain endorsing Joe Biden,Watched Presidential debate,50,70,45,6,5,4,5,6,5
5d012930cfeb82001817c9c9,29,2,7,44,6,1,2,1,2,2,2,2,3,2,2,1,5,4,4,5,5,5,4,5,5,4,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,4,5,5,4,3,4,4,4,3,3,5,buy a house,get promoted,find happiness,get married,get stocks,5,5,4,5,5,3 years,2 years,5 years,2 years,2 years,5,5,4,4,5,5,4,5,4,5,5,4,5,4,5,4,got promoted,went hiking ,moved,66,68,55,4,5,4,4,4,4,watched presidential debate,watched VP debate,read articles,55,55,54,5,5,4,4,4,4
5e2bf2153a9311222d4892c6,20,1,10,0,8,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,6,4,7,7,2,1,7,1,1,1,1,1,1,1,1,2,7,1,1,1,1,4,1,1,4,1,4,1,1,Finishing College,Getting Into Graduate School,Having a Big Family,Having A Big Mansion for my whole family,Getting my dream car,7,7,7,7,7,Forever,Forever,Forever,Forever,Forever,1,1,1,1,1,7,6,1,1,1,7,7,7,7,7,1,Getting Into college,Got a job ,Got Fired,100,100,0,7,7,7,7,7,7,I reistered to vote for the running office member,I voted for that,I prepared for the election,100,100,100,7,7,7,7,7,7
5cba50bf114fa5001aac5570,68,1,7,88,9,4,6,7,7,3,3,4,1,6,1,5,1,2,5,5,5,5,2,3,2,1,2,2,7,1,6,1,7,1,1,2,2,1,1,1,7,5,1,4,6,2,7,1,1,6,1,5,4,1,1,Developing chicken breeds,avoiding homelessness,ridding self of skin cancer,keep scooter running,love my animals,7,7,7,7,7,11 years,48 years,10 years,5 years,10 years,7,6,2,5,7,7,4,2,3,7,7,3,2,3,7,1,sold roosters,bought microphone,bought clogs,100,100,100,7,6,5,7,7,7,watching rally in my town today,shared memes on social media,created memes,100,100,100,6,6,6,7,6,6
5de1ef4ecb1b08240f97671a,27,1,8,14,8,5,5,5,5,5,5,5,5,5,5,2,2,2,3,2,4,4,1,1,3,2,3,4,2,1,1,1,5,2,5,2,4,1,2,4,2,3,2,4,4,3,2,3,4,5,2,4,5,6,1,Promotion at work,Grow investment fund by 20%,Pay off house,Kickstart regimented workout routine,Reduce junk food consumption,6,5,3,6,5,6 months,1 year,1 year,3 months,1 month,4,2,2,6,5,6,7,4,6,5,7,7,6,7,5,2,Leading large project at work,Sold old vehicle,Lost weight,72,88,90,6,3,5,6,7,6,Decided definitively to vote for Biden,Watched Vice President debate,Researched stimulus proposals between both parties,60,77,66,6,5,4,6,4,2
59c86f966a287600011c393e,51,1,3,15,7,5,6,6,6,6,4,5,4,6,5,2,3,2,1,3,3,2,1,1,3,1,5,5,6,5,2,5,6,6,5,2,6,4,5,5,6,6,2,5,5,5,3,2,2,3,7,4,5,4,1,Stay healthy,Eat well,Maintain good relations with family,Improve income,Secure good health care,7,7,6,6,7,33 years,41 years,lifelong,4 years,27 years,5,6,5,5,4,5,6,5,5,5,6,6,5,6,6,1,Signed new Lease for my apartment,Participated in biometrics research study,Made first payment on my long term installment (self employment) tax payment plan,90,85,100,7,7,7,7,7,7,Listened to first Presidential Debate on NPR,Listened to Vice Presidential Debate on NPR,Received mail in ballot to vote in upcoming Presidential Election,20,74,100,6,6,7,7,6,7
5dd6d370194e486498e13ab6,45,2,8,0,5,2,3,1,5,4,4,5,2,5,2,4,4,6,4,5,3,3,5,3,2,1,6,7,2,2,1,2,7,6,2,5,2,2,2,4,6,1,1,6,2,1,1,4,4,7,2,7,2,1,1,Saving money to retire,Selling my house,Buying a Tesla,Sewing a blouse,Traveling to Europe,7,7,6,6,6,20 years,10 years,5 years,2 years,20 years,1,1,1,5,1,1,6,7,7,1,7,7,7,7,7,1,I bought a sewing machine.,Work is sending me out of state.,A new client has hired me for work (unrelated to above).,100,80,100,3,7,7,7,7,7,Trump contracted COVID-19.,Trump and Biden debated.,Pence and Harris debated.,71,86,77,7,6,6,7,7,7
599eaf0fbfd73c00010ea24e,41,2,9,0,8,1,5,5,6,5,6,5,4,6,3,3,1,1,3,3,2,1,1,1,1,1,5,6,6,5,6,7,7,7,6,4,4,2,4,7,6,5,7,6,6,2,6,4,5,4,4,6,4,4,1,finish Masters,help family,better diet,more exercise,less stress,6,7,6,6,6,2 years,forever,5 years,5 years,4 years,1,7,5,5,2,7,7,6,6,1,7,7,6,6,2,1,Attended niece's baby shower,Grandmother having issues with healthcare,cousin gets Covid-19,100,0,0,6,7,6,7,7,7,Watched first debate,Watched Town Halls,verified registration,0,0,50,7,7,7,7,6,4
5c639bfa9fe0060001cd8103,62,1,9,,9,6,6,6,7,7,6,6,6,7,4,2,1,3,3,2,4,2,3,1,1,1,3,7,7,1,6,1,1,1,1,1,1,1,1,1,7,7,6,4,7,7,7,1,1,7,3,1,7,1,1,Stay alive,maintain debt free,enjoy life,be happy,remain healthy,7,7,7,7,7,62 years,10 years,62 years,50 years,5 years,5,6,7,5,4,1,6,7,6,2,1,7,7,6,3,3,started a home project ,had a medical procedure ,bought a camper,100,76,100,7,7,5,7,7,7,watched a debate,compared candidates ,fact checked candidates,10,100,100,6,7,7,2,7,7
5e21a34e683c2a000bd3a63c,56,2,8,0,8,2,6,4,7,7,6,6,2,7,6,1,3,2,2,1,2,1,1,2,1,1,6,7,6,6,6,6,6,7,7,5,7,5,6,7,1,2,4,6,5,2,1,4,7,4,4,4,4,4,1,Be approved for social security disability,regain financial stability,spend more time with my husband,support my daughter in her new mental health treatment,support my older child in non binary transition,6,6,6,7,7,9 months,10 months,6 months,2 month,5 months,4,4,6,6,6,4,5,7,7,7,,6,7,7,7,1,56th birthday,dental appointment,eye exam,100,70,80,5,5,5,7,7,7,Watched part of first presidential debate,planned with husband when to vote,witnessed daughter's absentee ballot,50,71,70,5,6,6,7,7,7
5d2a7c01b866ef0015b8e0a1,54,2,7,60,6,2,4,6,7,5,6,7,1,7,4,5,1,2,1,1,2,1,2,2,2,1,1,4,2,2,6,1,6,1,1,1,1,1,1,1,3,5,5,5,4,7,5,1,1,4,2,3,5,4,1,More financial security.,Weight loss.,Overcoming procrastination.,Becoming more minimalist.,"Making more time for leisure,",6,4,5,4,3,Several years.,Just recently.,Numerous years.,A few years.,Just recently.,3,3,3,4,4,5,4,3,6,5,5,5,3,5,4,1,Received stimulis payment.,Less online work available in the last 3 months.,Wearing a mask & socail distancing.,100,11,26,7,5,5,7,7,7,Watching debates.,Becoming more politically knowledgable.,Having political discussions with spouse/family & friends.,50,63,50,5,4,5,7,7,7
5c4de8f726093e000134ee6e,52,1,9,80,9,5,5,5,6,6,5,6,6,6,6,2,2,2,2,1,2,2,1,1,2,1,6,4,4,6,6,1,3,6,3,2,3,2,3,7,6,5,2,4,4,6,6,4,7,5,2,4,2,4,1,Retire,Save 2 million dollars,lose weight,get in shape,get mom walking again,6,6,5,6,7,30 years,5 years,10 years,5 years,6 months,6,6,5,6,7,5,5,4,4,5,7,6,5,6,5,1,Mom had surgery,Moved into Mom's house,Continued dealing with pandemic,58,39,31,6,6,5,7,7,7,Watched Debates,Watched Town Hall,Watched confirmation hearings,41,59,69,6,6,6,6,4,7
5a7dec1d2a842c0001fc7954,63,1,5,92,8,2,6,1,7,6,2,3,1,6,7,2,1,6,1,1,2,1,1,1,1,2,4,5,7,1,6,6,7,7,5,5,7,5,7,7,6,7,6,4,7,7,5,7,7,5,5,7,1,7,,Improve my finances,Find a suitable girlfriend,stay healthy,keep on making and saving money,,7,5,7,6,,forty years ,forty years,thirty years,twelve years,,7,2,7,7,,6,3,6,7,,7,3,7,7,,1,Finding out about a health issue,making a lot of money in the past month,finding out about my sister's cancer,100,100,5,6,7,5,7,7,7,Joe Biden definitely has dementia issues,Trump seems immune to any media criticism,The polls are so very biased against Trump,100,91,100,6,6,6,7,6,7
5993020a5f49420001caf86b,51,2,8,,4,6,6,7,6,6,6,6,4,6,6,5,1,1,4,2,3,2,4,1,2,1,7,2,3,1,4,7,6,1,1,1,1,1,1,1,1,3,1,3,2,4,4,1,3,3,6,2,1,2,1,Run a 5k,reach weight goal,become stronger,write a children's book,paint a masterpiece,5,6,6,5,7,3 months,3 months,3 months,1 year,20 years,6,6,6,4,5,7,7,7,6,7,7,7,7,7,7,1,I showed at my first art gallery,"I found a life partner, spouse",I lived with a Weimaraner,100,100,100,7,7,7,7,7,7,I changed my beliefs,I talked about the news with family,I took a stand,81,75,91,6,6,7,5,6,7
55a28851fdf99b602e6b05dd,68,2,9,0,10,5,5,5,7,6,6,7,4,6,4,2,2,4,5,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,6,4,4,4,4,7,1,1,7,7,7,7,1,6,7,1,4,7,1,4,1,lose 20 lbs,remain independent,follow a healthy diet,recycle or re-use everything,spend as much time as possible with family,5,7,6,6,7,one year ,all my adult life,5 years,20 years,40 years,5,5,6,6,6,7,6,7,6,6,7,6,7,6,6,1,ate out for the first time since March,took out all of the recycling,the last family member of my parents' generation died at the age of 92,100,50,0,4,4,7,5,1,7,watched the vice-presidential debate,watched the presidential candidates debate,voted,50,22,100,4,4,7,4,4,7
5d60b5beea1c1c0001c98bf6,63,2,8,50,2,5,7,5,7,7,7,7,5,7,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,1,1,to retire,to live in the moment,to travel more,to be heathier,to get to my goal weight and maintain it,7,7,7,7,7,,,,,,1,3,2,4,1,7,6,7,7,5,7,7,7,7,5,1,my birthday,I went to the beach,I went bike riding,100,100,100,7,4,4,7,7,7,I requested my absentee ballot,I read some of Trump's tweets about voting,I received mail about voting for Biden,50,0,50,7,1,1,7,4,6
5be8d4af25507300010dd4e4,47,2,4,61,9,3,5,4,5,4,6,6,2,6,3,2,2,3,2,4,2,1,3,2,3,1,3,3,3,1,1,2,5,7,4,5,6,5,5,7,5,2,2,2,2,4,6,6,1,3,6,2,2,1,1,TO work again,to quit smoking,to get in shape,,,5,7,6,,,3 months,12 months,2 months,,,1,6,5,,,4,7,6,,,5,7,7,,,3,went to doctor,went to therapist,rode bike again,51,72,92,6,6,5,7,7,6,Trump got Covid,Presidental debate,Trump Rallies,2,34,90,7,5,6,7,6,6
5af5262f1b55800001f4a418,46,2,4,18,8,4,5,4,6,5,6,6,4,6,5,3,1,2,4,2,2,2,2,2,3,2,6,5,6,5,4,4,6,5,6,5,5,6,6,7,4,6,5,5,5,4,6,6,6,5,5,5,6,5,1,keep losing weight,using time more wisely,continue to be a non-smoker,,,7,6,7,,,1 year,2 months,6 months,,,5,6,6,,,7,7,7,,,7,7,7,,,1,My dog has been sick,I breathed toxic cleaner fumes ; hurt my lungs,doing some renovations in kitchen,0,1,70,7,7,6,7,7,7,Friend and I watched the Presidential debate,A friend who is a big Trump supporter has had a change of heart,friend and I watched the Vice Presidential debate,47,95,49,6,6,6,7,7,6
5c628464519bc50001cc09b3,48,1,10,50,9,4,7,7,7,7,7,7,1,7,7,1,1,4,1,1,1,1,1,1,1,1,4,2,3,4,7,1,7,1,1,1,1,1,1,1,1,1,7,2,1,7,4,1,2,1,7,1,7,4,1,Getting a bachelors degree,Changing careers,Getting married,Having a family,Going on a trip far away,7,7,7,7,7,5 Years,1 year,2 Years,1 Year,10 years,1,7,1,1,7,7,7,1,1,7,7,7,1,1,7,1,Worked from home,,,100,,,7,,,7,,,Marked my voting ballot,,,100,,,7,,,7,,
5d02e02a2c5da00001474340,44,2,6,40,8,4,4,6,6,5,5,6,2,6,4,1,1,3,4,2,3,1,1,1,1,1,4,4,2,1,3,1,6,1,1,1,5,1,1,1,4,5,1,3,4,7,4,1,1,1,5,1,6,4,1,pay off car,Pay off loans,pay off credit card,buy a house ,lose weight,7,7,7,4,4,5 years,1 year,2 years,10 years,forever,7,4,4,1,1,7,7,7,4,3,7,7,7,5,4,1,kid restarted school,worked lots of overtime,bought a trombone for kid ,83,18,58,7,6,5,5,3,6,I voted by mail,talk politics with sister,tired of watching news because of current president,100,43,0,7,5,6,7,4,5
5c5da579bfe5280001448433,60,2,10,78,3,7,5,5,7,6,6,7,6,7,5,4,1,1,1,1,1,1,1,1,1,1,4,6,3,3,7,4,1,1,1,1,1,1,1,1,1,4,1,1,1,7,5,1,1,4,4,1,4,4,1,Lose weight,exercise more,travel,remain financially stable,be a grand parent,7,7,7,7,7,forever,2 years,2 years,1 year,not yet until daughters are married,4,7,4,4,1,7,7,7,7,4,7,7,7,7,7,1,3 week cross country trip,weekend camping trip,family gathering,100,100,100,7,7,7,7,7,7,requested absentee ballot,watch 1st presidential debate,watch closing remarks of vice presidential debate,50,50,50,7,2,2,7,7,7
5aecad0e75deca000162634c,63,2,7,15,8,2,6,6,7,7,6,6,3,7,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,3,1,2,7,1,7,3,7,6,1,1,1,5,7,6,1,6,1,1,1,3,7,7,4,3,1,write a book,write greeting cards,get a couch,get a puppy,remain stable,5,5,6,6,7,4 years,20 years,1 year,6 months,40 years,2,2,2,2,6,6,6,6,7,7,7,6,7,7,7,1,racial injustics,uptick in corona virus,rittnhouse not being charged in killing 2 people,0,0,0,7,6,6,7,6,7,he refused to help California wildfires,he got corona virus,he  reintroduced redlining,0,27,0,7,5,7,7,2,7
5bd45c509afb5b00015c48f4,67,2,10,100,10,3,7,5,7,7,5,7,1,7,4,1,2,1,4,1,1,1,1,1,1,4,7,4,5,1,7,7,4,7,7,7,7,7,7,7,7,7,7,4,4,7,7,7,7,7,4,4,4,1,1,Pay off debt,save for daughter's wedding,organize at home,make repairs at home,have a substantial savings,7,7,7,7,7,5 years,1 year,2 years,3 years,8 years,1,6,6,5,3,6,7,7,6,4,7,7,6,7,6,1,my cousin's cancer worsened,my daughter became engaged,covid cases going down in my state,0,100,87,7,7,7,7,7,7,I found out that I can vote early in a school across the street,I watched the presidential debate,I watched the vice presidential debate,100,64,75,6,5,5,7,7,7
5a2732ceb51a74000132da85,28,2,5,5,6,2,5,5,5,4,4,4,2,6,2,3,3,3,1,3,2,1,2,1,1,2,4,1,6,2,1,1,3,1,2,1,1,3,1,1,1,1,2,2,1,1,1,1,2,2,1,1,3,1,1,Be in a better financial situation,Get a better job,overcome depression and anxiety,perform music publically,,6,5,7,5,,5 years,5 years,15 years,2 years,,3,1,1,1,,4,5,4,4,,5,6,5,5,,1,debt exceeded 50% of my available credit,saw a friend I hadn't seen in a while,started playing video games again,5,91,72,7,6,4,7,6,5,watched the first debate,decided to only get my news from allsides.com,made a plan for how to fill out my ballot,18,88,50,3,5,7,7,4,5
5d1e2045a37a4d001a1fc2cb,21,1,6,40,2,4,6,7,7,6,7,7,2,7,5,1,3,1,3,1,7,5,2,4,1,2,4,1,1,4,1,1,1,1,1,1,1,5,1,1,3,4,5,1,4,1,2,1,1,4,2,1,1,1,1,Graduating From college,Having a nice job,Staying Healthy,Being Mentally Well,Being fiancially secured,7,7,7,7,7,2 years,1 year,3 years,3 years,5 years,5,4,7,7,5,7,7,7,7,7,7,7,7,7,7,2,Started a new semester in college,Praticing Driving,Making money,80,61,100,7,7,7,7,7,7,Watched Movies,Watched Tv shows,Trading,100,100,71,7,7,5,4,5,3
55d7e6f669dbc30012b6826e,64,2,8,66,6,2,5,3,7,6,6,6,3,6,4,2,2,4,2,3,3,2,3,3,2,2,3,4,6,6,3,5,4,6,7,5,6,5,7,4,3,4,2,5,6,7,5,5,5,5,7,4,2,3,1,move to another city,pay off my house,loose weight,fix my car,sell my house,5,6,6,6,5,2 yrs,30 yrs,6 yrs,3 months,1 yr,3,5,4,7,3,6,6,7,7,5,6,7,6,7,7,3,husband died,mother got sicker,car broke,0,0,0,6,7,6,7,7,7,voted by mail,decided to vote for Biden,dislike trump more,100,83,1,7,7,6,6,7,6
5b6a87d2cda8590001db8e07,40,2,3,2,4,5,5,5,7,6,6,6,1,7,6,1,2,3,3,1,1,2,1,2,2,3,5,7,7,5,2,5,6,7,7,5,6,6,7,7,2,2,5,6,4,1,1,2,3,5,6,5,6,5,3,Be happy,Have a family,Live in a house,Do new things,Have new experiences,6,7,6,5,5,6 years,7 years,13 years,1 year,1 year,2,1,1,2,2,2,2,1,3,3,5,6,6,7,7,5,I paid my bills successfully.,I bought workout clothes I needed.,I reduced the amount of spam mail I get.,100,90,84,7,5,5,6,5,3,I received a mail in ballot.,I watched TV coverage about the election.,I read social media opinions on what is going on.,100,56,78,7,3,5,6,3,3
5c0f1cf4f3027300014b606f,38,1,7,60,7,5,6,6,5,4,6,4,3,5,3,3,3,3,3,4,5,5,4,3,4,1,1,2,4,2,1,1,2,4,5,1,5,5,4,1,4,3,2,2,3,3,3,3,3,3,1,4,1,3,1,financial security,international travel,physical fitness,spiritual wellbeing,skill acquisition,6,5,6,5,4,last few years in earnest,lifelong,"lifelong, but recently renewed",past two years in earnest,with recent cause,2,1,3,2,5,2,2,5,3,6,5,6,5,4,7,2,medical concern,work challenges,financial concerns,0,65,25,7,6,5,7,4,6,1st Debate,VP debate,Townhalls,50,50,50,4,4,4,4,4,2
5b33a01fa8327d0001003821,67,2,7,50,1,5,4,6,6,6,7,7,5,7,6,3,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,4,5,1,1,1,1,1,1,1,4,4,4,2,4,7,5,1,1,4,4,4,1,1,1,get my screenplay made into a movie,lose 5 pounds,eat healthier,get my children's books published,exercise more,5,5,7,7,7,1 year,1 week,1 year,5 years,6 months,1,7,5,2,5,2,5,5,2,5,1,6,5,2,4,2,got new eyeglasses,had sore throat and stuffy ears,had to get a new refrigerator,100,0,100,7,7,7,7,7,7,none,none,none,50,50,50,4,4,4,4,4,4
5c19a630257db80001a2b3a8,64,1,7,92,9,5,6,6,6,6,6,7,5,6,5,2,2,2,2,3,3,1,4,2,3,1,6,7,7,1,6,1,1,1,7,2,1,2,1,1,7,7,5,2,7,7,7,1,1,7,1,6,1,1,1,retire,more money,get a new car,lose weight,be happy,7,7,7,7,7,20,10,1,5,20,6,5,5,4,5,6,6,5,6,5,6,5,6,5,6,1,was in an auto accident,looking for a new car,slept in late,0,59,67,7,6,5,7,7,6,watch hannity,listen to rush,watch the debates,99,100,87,7,7,7,7,7,7
5df97cf6deea2b70989b6528,49,2,4,10,3,5,5,4,7,7,5,6,4,7,7,1,1,3,2,3,1,1,1,1,1,1,6,5,4,3,4,7,5,7,7,5,6,7,7,7,1,1,1,2,7,3,1,1,1,1,7,1,1,1,1,pay off debt,make fun memories,paint the house,get better health insurance,be more active,7,6,4,5,5,20 years,10 years,1 year,2 years,1 year,1,2,1,4,4,1,5,3,5,4,3,6,7,5,4,1,Got a haircut.,Had lunch at an outdoor restaurant.,Organized my closet. ,85,100,90,4,5,4,1,2,4,Looked over my absentee ballot.,Saw information about the debate online.,Got my absentee ballot in the mail.,50,10,90,5,1,7,1,1,1
586372cae16d530001b345b8,63,2,2,50,5,6,1,7,7,7,6,6,4,7,5,1,1,6,1,1,1,6,7,1,1,3,5,1,1,4,6,1,7,1,1,1,1,1,1,1,5,5,6,6,6,6,7,1,1,6,6,1,5,6,2,"Health- Overcome the issue in my right leg causing me to have my leg go out from under me, as well as being able to get off chairs, commode, etc. ",Check deeper into microinvesting- particularly precious metals,Weight loss,Better health,Better income,7,7,7,7,7,one week due to recentness of health issue,1 month,7 months,`1 year,1 year,7,7,4,5,5,7,7,5,4,5,7,7,5,6,5,3,"Fell five days ago hurting the right hand side of my groin, hip, and had pain into my knee.  Am now even having to use a walker which is quite stressful. ","I and my significant other became involved with an animal welfare organization here as fosters for ferral cats during a Trap and Release program for spay/neuter and medical that our city, and the Animal Welfare Society have started. ",We have a young neighbor whom we have discovered is very questionable that lives in the next building of our apartment complex. ,0,100,0,6,7,1,7,7,6,I and my significant other obtained our absentee ballots and voted by mail. ,Joe Biden announced candidacy for president.  ,Kamala Harris was selected as a running mate. ,100,0,0,7,1,1,7,7,7
5c3d4b92486a390001e87dfe,57,2,8,60,10,5,7,6,7,6,7,7,5,7,5,2,1,1,5,1,1,5,1,1,3,1,7,7,6,3,1,2,3,7,6,3,7,6,7,7,5,2,5,6,5,6,4,4,5,6,7,5,5,7,1,Complete family visit,Finish all work successfully by end of year,Buy a new car,Buy a vacation house near family,Diet and Exercise,6,6,2,3,6,Since cancellations in March - 7 monts,"New fleet of projects came up this month, all with that due date",2 years,1 year,1 year,7,7,2,1,6,7,7,4,6,7,7,7,7,6,6,2,lingering illness in family,obtaining loads of new work,change in vacation plan,28,100,36,6,5,2,7,6,3,grimacing my way through Debate 1,Placing votes,whiplash through watching two town halls at once,41,80,42,1,7,1,7,7,7
